date,currency,avg_buy_price,avg_sell_price,mid_price,log_price,log_return,volatility
2025-12-07,EUR,0.8688648111332008,0.8685761494252874,0.8687204802792441,-0.1407338622151357,,
2025-12-08,EUR,0.8696432261768082,0.8705485893416928,0.8700959077592505,-0.13915183460562183,0.0015820276095138697,
2025-12-09,EUR,0.8700139204545455,0.8740987236259442,0.8720563220402449,-0.13690126766327546,0.002250566942346377,
2025-12-10,EUR,0.8704106782106782,0.8752295214922953,0.8728200998514868,-0.13602581556771115,0.0008754520955643053,
2025-12-11,EUR,0.8663756330894767,0.8736304062909568,0.8700030196902168,-0.13925859643123611,-0.0032327808635249644,
2025-12-12,EUR,0.8647520961430967,0.8706897008207571,0.8677208984819269,-0.14188516155636843,-0.0026265651251323185,
2025-12-13,EUR,0.8648867442520579,0.8687067332982641,0.866796738775161,-0.14295077169992157,-0.0010656101435531362,
2025-12-14,EUR,0.8645973616289074,0.8704969552554939,0.8675471584422006,-0.14208540732198782,0.0008653643779337472,0.002133362869194834
2025-12-15,EUR,0.8631842550790068,0.8731601979682209,0.8681722265236138,-0.14136516635003313,0.0007202409719546943,0.0020365198267402085
2025-12-16,EUR,0.8635655690352396,0.870016175319593,0.8667908721774162,-0.14295753985828596,-0.0015923735082528367,0.0017231336591266196
2025-12-17,EUR,0.8630999410377358,0.870883912006361,0.8669919265220484,-0.1427256142149076,0.0002319256433783723,0.0016294076225449295
2025-12-18,EUR,0.8635971387696709,0.8695085956096271,0.866552867189649,-0.14323215935107042,-0.0005065451361628281,0.0012840302723770441
2025-12-19,EUR,0.8646430627518711,0.8668292046936115,0.8657361337227413,-0.14417511231907376,-0.000942952968003341,0.0009477335932859092
2025-12-20,EUR,0.8645796322489391,0.8634205997392438,0.8640001159940914,-0.1461823759256698,-0.0020072636065960325,0.0011210118788226454
2025-12-21,EUR,0.8658972120529428,0.8605056121117202,0.8632014120823315,-0.1471072291703061,-0.0009248532446363145,0.0009605318204693213
2025-12-22,EUR,0.8626156086196854,0.8620724714627025,0.8623440400411939,-0.14810096956774213,-0.0009937403974360215,0.0007217564225864126
2025-12-23,EUR,0.8613716235427922,0.8622282838983051,0.8617999537205486,-0.14873210750131916,-0.0006311379335770251,0.0006715891502447755
2025-12-24,EUR,0.8598247875769117,0.8642495408029388,0.8620371641899253,-0.14845689533839576,0.0002752121629233939,0.0006830439085791696
2025-12-25,EUR,0.8639166666666667,0.860125,0.8620208333333333,-0.14847584001034517,-1.8944671949405745e-05,0.0007424677344817867
