,date,hour,avg_buy_price,avg_sell_price,currency,spread_abs,spread_pct
0,2025-12-07,10,0.9990500000000001,1.0541500000000001,USD,0.05510000000000004,5.367231638418081
1,2025-12-07,11,0.99904375,1.0547062500000002,USD,0.05566250000000017,5.420572124163133
2,2025-12-07,12,0.99903125,1.05740625,USD,0.058375000000000066,5.677293863781423
3,2025-12-07,13,0.9990875000000001,1.0589499999999998,USD,0.05986249999999971,5.817435299405351
4,2025-12-07,14,0.99911875,1.0607,USD,0.06158124999999992,5.979288226209216
5,2025-12-07,15,0.99935,1.06199375,USD,0.06264375000000011,6.077952791716579
6,2025-12-07,16,0.9996437499999999,1.066325,USD,0.06668125000000003,6.455204126393493
7,2025-12-07,17,1.000025,1.0673375,USD,0.06731250000000011,6.511920381645707
8,2025-12-07,18,1.00085625,1.06735625,USD,0.0665,6.430673830662951
9,2025-12-07,19,1.00086875,1.065825,USD,0.06495625000000005,6.286006332578308
10,2025-12-07,20,1.0010625,1.0655875,USD,0.06452499999999994,6.244405196816097
11,2025-12-07,21,1.0029583333333332,1.0665666666666667,USD,0.06360833333333349,6.147143265564176
12,2025-12-07,22,1.00333125,1.0643375000000002,USD,0.06100625000000015,5.900969388834662
13,2025-12-07,23,1.0024,1.0630625,USD,0.060662500000000064,5.873987061009345
14,2025-12-08,0,1.0017,1.06224375,USD,0.060543749999999896,5.866802329278586
15,2025-12-08,1,0.99991875,1.0611125,USD,0.061193749999999936,5.938168089396989
16,2025-12-08,2,0.99958125,1.0567562499999998,USD,0.057174999999999865,5.560857592686013
17,2025-12-08,3,0.99923125,1.0577562500000002,USD,0.05852500000000016,5.690360296307116
18,2025-12-08,4,0.9994624999999999,1.05751875,USD,0.05805625000000014,5.644801088974452
19,2025-12-08,5,0.99911875,1.05600625,USD,0.05688749999999998,5.536159600997504
20,2025-12-08,6,0.9990062500000001,1.05495625,USD,0.055949999999999944,5.448005988424807
21,2025-12-08,7,0.9989062499999999,1.05640625,USD,0.05750000000000011,5.5952561958339775
22,2025-12-08,8,0.9990249999999999,1.0554812500000001,USD,0.05645625000000021,5.495846021398105
23,2025-12-08,9,0.99885,1.05670625,USD,0.05785624999999994,5.629254854981462
24,2025-12-08,10,0.99873125,1.05990625,USD,0.06117500000000009,5.943251300921128
25,2025-12-08,11,0.9984,1.0620625000000001,USD,0.06366250000000018,6.179437868925077
26,2025-12-08,12,0.9982312500000001,1.0611625,USD,0.06293124999999988,6.111628725686857
27,2025-12-08,13,0.99795625,1.0661749999999999,USD,0.06821874999999988,6.609923666433507
28,2025-12-08,14,0.9977562499999999,1.0690374999999999,USD,0.07128124999999996,6.897761327176452
29,2025-12-08,15,0.9978125,1.07086875,USD,0.07305625000000004,7.06307460368774
30,2025-12-08,16,0.99769375,1.0725312500000002,USD,0.07483750000000011,7.229890470842551
31,2025-12-08,17,0.9982312500000001,1.07203125,USD,0.07379999999999987,7.129530675457809
32,2025-12-08,18,0.9987625,1.074275,USD,0.0755125000000001,7.285203475576307
33,2025-12-08,19,0.999525,1.07383125,USD,0.07430625000000002,7.167726240967998
34,2025-12-08,20,1.00036875,1.07295625,USD,0.07258750000000003,7.002037789540958
35,2025-12-08,21,1.00005,1.0743437500000002,USD,0.07429375000000005,7.162936159058524
36,2025-12-08,22,0.9998374999999999,1.07134375,USD,0.0715062500000001,6.904876142539443
37,2025-12-08,23,1.00040625,1.067725,USD,0.0673187500000001,6.510104230570482
38,2025-12-09,0,0.9997937499999999,1.0632937500000001,USD,0.06350000000000022,6.155822280926062
39,2025-12-09,1,0.998725,1.06045,USD,0.06172499999999992,5.995119404615919
40,2025-12-09,2,0.9980249999999999,1.0574375,USD,0.05941250000000009,5.780937380273305
41,2025-12-09,3,0.99771875,1.05584375,USD,0.05812499999999998,5.660894177800771
42,2025-12-09,4,0.9976918238993712,1.0544125,USD,0.05672067610062881,5.528049957309111
43,2025-12-09,5,0.9972562500000001,1.053925,USD,0.056668749999999934,5.52547465027773
44,2025-12-09,6,0.99695,1.05469375,USD,0.05774374999999998,5.629023069916498
45,2025-12-09,7,0.99703125,1.055175,USD,0.05814374999999994,5.666462617975161
